comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Vergonzoso. Mucha bajeza,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"PAZ, ESTABAS ESCONDIDO EL 2019... PORQUE NI MARCHANDO EN LAS CALLES TE VI!!! 🙄",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Eso es pretexto del avión..,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Paz , gallito de Troya, pídele a Tuto que te explique porqué Evo Morales debía salir del país, a ver sí aprendes",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
pobre ignorante si no lo sacaba a Evo de bolivia tu nunca hubieras podido candidatear por que Evo seguiría siendo presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
SEÑOR PAZ USTED ESTA FREGADO IGUAL CON MUCHOS PROCESOS Y ROBO EN TARIJA,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Imbécil...si no le ponían el avión el pedófilo no se iba y hubiera sido peor para Bolivia!! 🤦,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Que pena das,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Las mismas mañas del narcotraficante de su padre, echar sus 💩💩💩a los demás",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"SI EVO SE QUEDABA IBA A HACER LO MISMO QUE CHAVEZ‼️VOLVER AL PODER, HABIA QUE SACARLO DEL PAÍS ‼️🤦🏻‍♀️🤦🏻‍♀️ HASTA EL MÁS TARADO ENTENDERÍA",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"TODOS LOS 1NUTILES HABLAN DE FRAUDE, PERO NINGUNO NO TIENEN PRUEBAS LA PRUEBA ES QUE EVO GANA CON MAYORÍA ABSOLUTA POR ESO NO LO DEJARON IR A LA CARRERA ELECTORAL POBRE OPAS CON FALSAS O SIN FUNDAMENTOS ACUSAN POBRE IDIOTAS",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Y también a los que están negociando el Litio con Samuel y Claure no??? No te hagas al vivo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tantos años q es diputado senador y es increíble qn se sepa la constitución política del estado a pesar q tuto lo explico bien este tipejo no se dió la tarea de revisar lo q ISO tuto y es la verdad si el narco de quedaba en el chapare a la semana de nuevo asumiria el poder de nuevo,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tonto el que te cree...!!! Corrupto....!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Pero si fue el presidente de México que le puso el avión. Hasta para opa se aplaza este. Sinvergüenza,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
y el MALEANTE RODRIGO PAZ ES MASISTA (ES EL QUE HACE FRAUDE),70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Entonces va a procesar a procesar a Mexico por mandarle el avion?,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
A ver qué dicen los tutistas ?,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cobarde el mentiroso.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Jajaja obvio ya vio q todos lo atacan por q no dice nada en contra del pedofilo y se esta aferrando recien. A esto jajajja,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
POR ESO PAZ Y LARA MEJOR OPCIÓN 🇧🇴🇧🇴🇧🇴🇧🇴,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Bien Rodrigo, es la forma de perder votos..",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Osea que quería que siga convulsionando al país y si ganaba Evo seguía en el poder eso quería 🤔,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Jaja ve que está perdiendo y ahora quiere ganar votos de la derecha jaja tiene que ganar tuto si o si,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
No reconoció miren el vídeo solo evade las preguntas como siempre al final no responde nada,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Binomio de OPAS el Lara y Rodrigo, al igual que el MAS con su narco pedofilo, NECESITAN DE UN INTERPRETADOR porque siempre la prensa los mal interpreta.. Típica estrategia SOCIALISTA, que usan para enfrentarse con la prensa y luego VICTIMIZARASE para NO DAR LA CARA",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
El fraude se la inventaron ellos,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Este sujeto nefasto veamos si procesa a los pilotos mexicanos que se llevaron a su amo del Chapare,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto presidente,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Seeehhh..claro..claro...de tibio ahora se pone a decir cualquier cosa para llegar al poder...Jjjaajja 🤣 demagogo.!,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Y dónde estaba Rodrigo que no luchó contra el fraude hoy defiende a Evo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
En cuanto gane rodrigo tuto ara lo de siempre... irse a gringolandia a vivir y luego aparecerá en 5 años para las otras elecciones siempre hizo eso así será siempre 😏,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Si persigues como perro al Narcopedofilo y a sus secuaces te doy mi voto, pero sino es un masista más camuflado",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Y dónde estaban los que ahora hablan fuerte de la salida de Evo? Que hicieron por Bolivia ? Ni siquiera por un Departamento cumplieron!!!!!de que hablan .Cómo ahora diskeee.Sinverguenzura mayúscula,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Sino se iba Morales, volvía a la Presidencia. Lo que hizo TUTO al supuestamente ayudarlo a irse, fue que se fue y HOY NO PUEDE VOLVER A SER PRESIDENTE. 🙄",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Todo los organismos internacionales coinciden que no hubo fraude,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
POR USURPACION DE FUNCIONES KIKO EN ESE TIEMPO NO ERA NADIE POR Q TOMO ESAS DECISIONES SINSER AUTORIDAD ALGUNA,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Hipocritas.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El avión presidencial fue el q lo sacó,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este cantinflesco no se entera de lo que dice el opa de lara...,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Ya lo quiere arreglar después de lo quemado,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
A esta altura ya sabemos que PDC SE CONVIRTIÓ EN NIDO DE MASISTAS BURROS SIN ESTUDIOS,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Sugerencia nomás...?,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
CALLATE HIPOCRITA,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Este inútil lo enjuiciara al presidente de México q puso el avión para q el pedofilo huya,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
.,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Este lacayo del masismo quiere acabar con la oposición, y nunca va a encarcelar al evofilo y su séquito de ladrones corruptos, tampoco intervendrá el chapare que es cuna del narco terrorismo",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El que puso avíon bajo que argumento o que delito ???? Que ignorante 💩 se ve que tiene rabia hacia TUTO,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este es un payaso,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto es otro ladrón la gente ciegos como sonsos siguien apoyando a ese ladrón,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Mal agradecido gracias a tuto eres senador,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Pero si el estaba apoyando su reelección, que no se haga el loco! 🤣🤣🤣",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Recién se manifiesta...ya que su vice lo arruino y va perdiendo apoyo ...tarde,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
GONI DIJO NO IMPORTA EL COLOR DEL GATO. LO IMPORTANTE. ES.QUE CASE. RATONES,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
LO IMPORTANTE ES QUE SALVARON BOLIVIA Y SUS RIQUEZAS NATURALES ADEMAS QUE EL PROCESO DE CAMBIO SIEMPRE CONTINUE POR 500 AÑOS MAS Y MAS,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Rodrigo Paz, Masista disfrazado de PDC. La misma terminologia del narcopedofilo EVO Morales.",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Paz, el hombre fuerte de samuel su economista, 2 diputados masistas que vinieron a fiscalizar enviados por evo Morales, seguro llegaron a la casa y/o propiedades de Claure están vendiendo humo en el programa QNMP se juntaron las ratas por favor debemos no votar por estos! En su pto viaje a Estados Unidos porwur no lo llevaron al Lari por pobre o por loco o porque iba a arruinar las reuniones allá?",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Creerías en un zorro? No se juega con un país. Menos Bolivia!,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Laugh Lol GIF by Multimedios Tv,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
EL VERDADERO LIDER DE IZQUIERDA ES EL CAPITAN EDMAN LARA BENDITO SEA DIOS,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Julieta Peñafiel Lia,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
EL GOBIERNO MEXICANO LE PUSO EL AVIÓN ..,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"No soy tutista, pero no seamos estúpidos por favor.!!",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto era ministro de Jaime Paz Zamora que hacía un ultra derechista con el MIR? Este hombre sinvergüenza a sido político en todos los colores ojala desaparezca este demonio.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
💪💪🐓🐓💯♥️💛💚,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Miente miente miente miente miente que algo quedara no?,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Happy Hashtag GIF,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"UD VA PERDER LAS ELECCIONES,",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Inútil ,facista sos uno derechita cobarde vende patria rastrero hdp pro yankis juntos ,tuto igual d traidores a la patria 💩💩💩🤮🤮🐁🐁🐁",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
ESTA EN LA C.P.E. LEAN QUE NADIE LES CUENTE.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Procesar a evo por fraude ?entonces hará él la denuncia ? que no era uno de los que le apoyaban para su re,re re elección? vaya amigo que tiene el pedofilo narco terrorista evo .",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
SUGIERE❓️⁉️❓️⁉️❓️,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Así no ganarás estas loco,fraude le comprobaron,golpe si hay muertos heridos en Senkata y Sacaba,sos un bu...p eso no te apoyan los Tarijeños también tienes cola.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Este empresario es conocido por pagar millonarias coimas para adjudicarse contratos estatales, está pagando todos los gastos de Rodrigo Paz y lo acompaña a todas sus reuniones, hasta le dio su auto y un jet privado, el PDC está vendiendo Bolivia sin ganar las elecciones, están desesperados.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Este burro no sabe hasta ahora CUAL ERA EL MOTIVO POR LO QUE TUTO SACÓ A EVO... Es tan Lara q no se informa o simplemente desconoce de estos procedimientos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Y también a vos por ser su cuate, por que mientras hacía fechorías, eras su cómplice silencioso.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Este maldito Masista de Rodrigo ya no sabe que inventarse, este personaje es de lo. Peor, con el boca de víbora de su vicepresidente, son la verguensa de Bolivia",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Estos están más locos que unas cabras 🤡🤡,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Fraude hizo tu abuela,estos candidatos de la derecha se inventan cualquier cosa para desprestigiar al mejor ex Presidente EVO MORALES sin mencionarlo no pueden hacer su campaña sirvientes del Imperialismo Yankee.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Paz y Lara va tumbar al corrupto tuto chau tuto payaso,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Siguera mi voto nulo,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
ESTE BICHO NO PIENZA ES UN PELIGRO PARA EVO PUEBLO DUEÑO DE LA ASAMBLEA NACIONAL,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
NO HABLES BURRERA CERRA LA BOCA PARA QUE NO ENTREN LAS MOSCAS,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pobre imbécil...ambos se necesitan....cree que ganó todo,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Y si no le ponían el avión cómo iba a haber sucesión??,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Imbec1l,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Pónganse de acuerdo, binomio Rodrigo Maz - Ex capitán Edman Lacra",85.0,80.0,85.0,5.0,0.0,5.0,88.5,-1.0
En otras palabras quiere #amordazar la prensa.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
LO QUE HAY QUE REPLANTEAR ES EL APOYO EN LA SEGUNDA VUELTA A SU BINOMIO DON RODRIGO SU VICE ESTÁ ENFERMO DE ODIO !!!!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Que plantee su declinación mejor,70.0,65.0,75.0,20.0,15.0,25.0,73.75,-1.0
Huele a controlar a la prensa...sus declaraciones del candidato,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
K salga pomacusi a defenderlos a los masistas lara lari,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Rodrigo paz parece ya sirvienta de Lara ahora atacan a la prensa como Nicolás maduro o como Hugo Chavez,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Sean respetuosos con todos,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Este parece peor que el Lari, le ponen un bosal y van a ver cuanto es el cambio",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
No ha nada que replantear es un vozal para el maiburrlara PDC,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Los dos son masista, que de bueno se puede esperar",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Debes aclarar de que candidatos hablas.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
RODRIGO PAZ PRESIDENTE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cómo sería el gobierno de esta gente sin prensa .,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
pero con honestidad todo va bien sogue adelante Paz y Lara 💪💪🇧🇴🇧🇴👏👏,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Quiere callar a la prensa, así de claro.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tiene razon la prensa es la chispa que inciende el juego no hay lealtad a su trabajo...por ejemplo el Junior....tanta plata ya gano del gobierno,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
No a la nacionalización de autos chutos......,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Me voto seguirá siendo nulo hasta que regrese el hno Evo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Piense como va solucionar el problema de los dólares... Bonos seguro,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
PAZ y LARA el binomio del pueblo 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴👍,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Paz Lara presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cuando tu compa tmb quiere ser presi es fatal,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tuto Presidente,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Lo mejor es que regresen a los lugares de donde han salido,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Falta de pelotas de Rodrigo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Quiere llorar... quiere llorar!!!,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Este incaPAZ mejor que plantee la opción de poner alguien que tenga estudios y no sea tan ignorante y lengua suelta como Edman LAcRA, también debía plantearse un equipo económico para ver cómo sacar al país de la crisis, hablan de bonos a la gente humilde y no saben de dónde van a sacar el dinero.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
ES UN IDIOT@ ESE. LARY....,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"falta de coordinación, falta de autoridad, no funciona ese binomio",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"DEMAGOGO, MENTIROSO, FALSO.... ESTA MUY CLARITO LO QUE PIENSAN ESTOS SEÑORES R. y Op. L. DEL MÁS... LA MEJOR SOLUCIÓN.. TUTO PRESIDENTE 🇧🇴🇧🇴TUTO PRESIDENTE 🇧🇴🇧🇴.. TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Me late que no va ver derecho a expresión si estos llegan que tristeza termos HDP 😡,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Me parece bien, pero, el empezó a tirar piedras fue tu vice, y tú permitirte!!!!",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
esto non Responsable y no Respetan y q hablan huevada a la gente de todo pay esto delincuente carajo 💪,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
No me simpatizan,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
..? Defendiendo siempre lo indefendible como a su vicepresidente el KewaLari,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Me hace recuerdo a las peleas de Evo/Linera con la prensa…. Se nos viene otra dictadura si gana el PDC!!,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Vacunelo más bien,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Sobre todo con Pomacusi y su programa que es campaña no información,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Primero busca una buena relación con tu bise : te ara a un lado y el será el futuro presidente y Bolivia nuevamente al fracaso,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Cambios? Cambia a tu candidato a vice.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Rodrigo, lamento decirlo, pero eres un cobarde, te falta caracter, tu acompañante de fórmula está haciendo gala de su ignorancia y prepotencia, tratando de caca a los miembros de la Prensa, pero vos bien gracias, que barbaridad. Donde manda capitán no manda marino.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"¡Lo que deberías replantear es tu carrera política, eres tan gil como tu padre!",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Lo que es necesario es que bajes tu candidatura eres un traidor que se alió con la mafia, recapacita si tienes un poquito de dignidad",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
ESTE OPA DEL PICHON QUIERE NACIONALIZAR AUTOS CHUTOS SI NISIQUIERA ABASTACE LA GASOLINA PARA LOS AUTOS DEL PAIS QUE TIPO MAS BURRO Y CERRAR ADUANA ESTE ES UN IGNORANTE POR ESO EN TARIJA LO DETESTAN NO LO QUIEREN NI VER A ESTE PELOTAS SI NI DE ALCALDE ROBO MILLONES Y HA SIDO EL PEOR ALCALDE DE TARIJA Y AHORA QUIERE SER PRESIDENTE VA HA DEJAR FREGADO A UN PAIS POR ESO HAY QUE INFORMARSE PRIMERO POR QUIEN QUIERE VOTAR,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Lo que tiene que hacer Rodrigo Paz es ponerle un bozal a LARA porque cada estupidez que sale de su boca,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Este es peor que el Chavo y su acompañante Dn Ramón los dos que venden su alma al diablo maleantes,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Replantear sus cerebros Paz Lara lari no se ponen de acuerdo con cada pendejada que hablan,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Este tipo se ve que es un titere no tiene carácter todo tibio y blando,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Jaaa de como ese cambio esq xq tienen algo entre mano jaaa x favor,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Va cerrar los canales de tv que hablen en contra como Cuba o Venezuela,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Paz y Lara serán gsnador,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Paz y lara al podrr,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Dictador de m...,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Que no se postulen hijos de expresidentes primera regla,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pero todas las caga....d. se las colgara. Rodrigo,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Las reglas del juego no se tocan para mimar a un candidato inseguro ni para proteger a un compañero de fórmula que no tolera preguntas. La prensa no está para acariciar egos, sino para desnudar verdades. Si alguien pretende cambiar la cancha para sentirse cómodo, demuestra que no tiene la talla ni para competir, menos para gobernar.",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Mejor deberías cambiar de vicepresidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Cuando meten la pata, ya no más quieren arreglarlo pretextos",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pobre imbécil!!!!,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Te estan haciendo mied@....no??????,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Este va de mal a peor,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Pinocho 🤥,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Mil veces ya te dijeron que controles a tu loco pero en vez de eso, tú te estás contagiando...",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Y la crisis del país así se soluciona 😂,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jejee porq tiene. Miedo que le pregunten y no sepa q responder...o que su vice responda hue🤬🤐,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Está en riesgo su sueño de sacar adelante a Bolivia... Por la lengua Bífida de un insensato e insurgente... Bolivia nesecita reconciliación entre todos... Estos malos comentarios del señor Lara, incita a la insurgencia, al un comportamiento delictivo... Por eso el crimen organizado está en auge...",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Póngale bosal a su perro,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"QUIZA QUIERE RODRIGO PAZ, QUE LA PRENSA SOLO HABLE BIEN DE EL Y LARA, APLAUDAN COMO FOCAS Y REVIENTEN AL RIVAL.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
TUTO PRESIDENTE 🇧🇴 🙌,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Qué desgraciaaaa!!!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Que cambie a Lara y muchos volverán al PDC,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Vota por Paz y Lara,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Pobres zurdos populistas fracasados HDP 🤬 solo traerán más pobreza al país,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Es lo que necesitábamos.. una ley que proteja a los políticos cuando hacen campaña. Con eso el país será mejor, habrá empleos y desaparecerán las filas por combustibles.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Le tiene miedo a su compañero...quedó prisionero...eso pasa a los mamones,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴💪,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Que bestia esta gallina🐔sin la prensa ni marudo hayas pillau🍌🦙🍌💩,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Alguien ya escucho la propuesta o plan de gobierno de Rodrigo Paz????,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Este ñato cada vez está peor, creo q la idiotez de Lara se le está pegando",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Lo que es necesario es que eduque a su pitbull lara,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE DE BOLIVIA 🇧🇴💪!!!,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Cerrale el osico pues a ese tu animal Lary y deja de ser tan Opa como el, 🤦🏻🤦🏻🤦🏻 par de desclasados",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Y punto.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Se le ve débil mal. Alcanzara a valoraje?. 🤔🤔🤔🤔,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Paz fue a promocionar su café a USA.,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"En otras palabras, ""perdonen al opa, es tarde para cambiarlo""",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
otro posible dictador... mejor vamos a lo seguro TUTO PRESIDENTE! 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Estos no se hablan ni por whatsapp,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Eso es lo único que le preocupa?,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"El PDC es el MAS, que tiene a 2 OPAS de candidatos IMPROVISADOS que no tienen plan para sacar a Bolivia de está dura CRISIS ECONÓMICA en la que nos ha hundido el SOCIALISMO en 20 años de despilfarro y corrupción del MAS. Por favor, busquen y encuentren 1 solo Chapaco que hable bien de Rodrigo Paz y NO VAN A ENCONTRAR ni uno porque allá todos saben lo inepto, corrupto y traicionero que es, este tipo nunca logró nada por mérito propio (para ser alcalde se prestó todo la estructura de Negro Montes y luego lo traicionó); HOY por abajo hizo pacto con el MAS para llegar a donde llegó, para garantizar su propia impunidad y protección, y la del pedófilo del Chapare y todos los Masistas corruptos, y quiere cerrar los ojos a todo un país diciendo que es renovación.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Ya la 💩,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Otro dictador?,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
En tarija no lo quieren a Rodrigo Paz igual que a Jhonny en santa cruz lo malgastaron todo el dinero de la alcaldía,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
