comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"JAJAJAJAA QUE PASO PAYASITO 🤡🤡🐁 PRIMERO CRITICASTE A TUTO, DECÍAS QUE NO ES NECESARIO PRESTARSE Y AHORA? SE NOTA QUÉ NO TENES … Ver más",0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.0
Es una v3rgüenz4 su plan de g0bierno !!!,5.0,60.0,0.0,0.0,0.0,0.0,53.25,0.0
Gladyz Gil Callao,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Rodrigo Paz futuro Presidente de bolivia por un cambio por la renovación por días mejores para el pueblo,,,,,,,,
"Sólo ganará en Argentina y Brasil, ahí estan los residentes bolivianos zurdos. En EE.UU arrasará Tuto.",90.0,90.0,0.0,0.0,0.0,0.0,80.5,-1.0
Jc Uriel San,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Lo que menos quieren en éstos momentos en #EEUU es saber de zurdos.,90.0,90.0,0.0,0.0,0.0,0.0,80.5,-1.0
OTRA METIDA DE PATA...,5.0,60.0,0.0,0.0,0.0,0.0,53.25,0.0
"Sin EE UU no hay nada, China te da centavos a cambio de riquezas naturales, Rusia sólo amenazas, pero no puede con UCRANIA… Ver más",0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Excelente. Rodrigo Paz Presidente y Edman Lara vicepresidente.,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Pero su vice Lari no podrá acompañarlo porque está arraigado por sus procesos penales pendientes 🙄👎,85.0,80.0,85.0,5.0,5.0,0.0,88.5,-1.0
Tanto decía Lara que tuto nos estaba vendiendo a los gringos 😂😂😂,85.0,85.0,80.0,5.0,5.0,0.0,88.75,-1.0
Ahhh.... Recién se dio cuenta que sin ayuda no se sale de esta crisis.,,,,,,,,
Y porque no explica primero en bolivia su plan de gobierno.,80.0,85.0,75.0,5.0,5.0,0.0,86.75,-1.0
EL QUE SE LO HICIERON EN CHAT GPT ??,5.0,5.0,85.0,5.0,5.0,5.0,53.0,0.0
Realidad de Bolivia que no te importa.. masiburro,90.0,95.0,85.0,0.0,0.0,0.0,94.25,-1.0
Ganadores absolutos 👏🏻👏🏻👏🏻👏🏻,5.0,5.0,85.0,5.0,5.0,0.0,53.5,0.0
"El plan maestro, bonos para todos y nacionalización de vehículos chutos!!",5.0,5.0,90.0,5.0,0.0,0.0,54.75,0.0
Ahhh... también irá a la USA en procura de un visto bueno a su posible presidencia? No era que tenía un plan de administración… Ver más,5.0,5.0,80.0,5.0,0.0,0.0,53.25,0.0
Se darán cuenta que ese índice o plan de gobierno fue hecho en Chat GPT 🤣🤣🤣 que vergüenza para Bolivia,5.0,5.0,80.0,5.0,0.0,0.0,53.25,0.0
Voto inteligente Tuto presidente,0.0,5.0,85.0,0.0,5.0,0.0,53.25,0.0
"Zurdo asqueroso, no sabes la deuda externa que tiene Bolivia!!",90.0,95.0,85.0,0.0,0.0,0.0,94.25,-1.0
Ojalá le cierren las puertas en Estados Unidos porque su propuesta dema… Ver más,85.0,95.0,85.0,0.0,0.0,0.0,93.0,-1.0
"No pudo Con TARIJA POR QUE LO ODIAN ALLA, Y CREEN QUE PODRA CON UN PAIS, ESTE AMARRA WATOS ES UN CHISTE 😂😂😂",20.0,50.0,85.0,5.0,5.0,0.0,66.25,-1.0
🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣antes de viajar sierre a su loco lari lari lari al maniconbio por fi ara wuevadas para su vuelta es mitómano impulsivo,20.0,50.0,85.0,5.0,5.0,0.0,66.25,-1.0
Y no era que no quería endeudar al país??o va a gobernar desde allá este y lara hacen caco y macaco,80.0,95.0,85.0,5.0,0.0,0.0,90.75,-1.0
Al imperio,85.0,90.0,85.0,5.0,0.0,0.0,91.0,-1.0
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴💪💪🇧🇴🇧🇴🇧🇴🇧🇴,,,,,,,,
Que plan de gobierno mostrará? El hecho por IA??,30.0,25.0,40.0,5.0,5.0,10.0,56.0,0.0
"Jajaja, claro a los gringos les interesa muchisimo un proyecto de un país tercermundista.😂😂",30.0,40.0,70.0,5.0,5.0,5.0,64.0,0.0
Por qué no nos muestra primero a los Bolivianos su plan de gobierno?,5.0,10.0,30.0,5.0,10.0,5.0,45.25,0.0
Ojala le den bola los De EEUU por que como pinta la cosa lo dudo mucho,20.0,5.0,30.0,5.0,5.0,5.0,48.5,0.0
TUTO PRESIDENTE!!!!!!,10.0,0.0,10.0,0.0,5.0,0.0,43.5,0.0
24 hojas jajajjaja,10.0,5.0,10.0,40.0,5.0,5.0,36.0,0.0
Pura falacia.? los gringos no hablan con nadie antes que sean elegidos presidente.por que no dicen mejor me fui a comprar un terno nuevo.,30.0,25.0,40.0,5.0,5.0,10.0,56.0,0.0
Ni su propia propuesta hizo y ni conoce sus propuestas este si es Kiko,60.0,20.0,30.0,5.0,5.0,0.0,62.0,0.0
Jejeje ahora. Se va de paseo,30.0,40.0,30.0,5.0,5.0,0.0,58.5,0.0
No que no tienen dinero 😂😂😂,5.0,5.0,10.0,40.0,5.0,0.0,35.25,0.0
Ok tardate un mes,5.0,0.0,5.0,30.0,10.0,5.0,34.5,0.0
"Habla el que dijo que se le debía 40,000 a ese país, que tal",30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Quiere confundir a la población ya cambiaron su discurso ahora ya estan hablando igual que TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴💪💪💪💯💯,60.0,25.0,10.0,0.0,0.0,0.0,61.5,0.0
"No lo puedo creer , será que ira a gobernar para Estados Unidos para que le presente su plan de gobierno??. Y por que no prese… Ver más",40.0,20.0,30.0,5.0,5.0,0.0,57.0,0.0
Noo rodrigo nooo,30.0,0.0,5.0,0.0,5.0,0.0,47.75,0.0
Voto inteligente #TUTOPRESIDENTE 🇧🇴,10.0,0.0,80.0,0.0,5.0,0.0,54.0,0.0
Tuto Presidente 🇧🇴🇧🇴🇧🇴,10.0,0.0,80.0,0.0,5.0,0.0,54.0,0.0
"Pero si no tienen programa de gobierno propio, el sistema de inteligencia artificial les hizo ese programa",30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Que plan que no mame,30.0,40.0,30.0,5.0,10.0,0.0,58.0,0.0
Estos no tienen Dignidad...,60.0,40.0,40.0,5.0,5.0,0.0,67.5,-1.0
Y les va ha contar a los gringos que quiere legalizar autos chutos??,30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
acuerdos deque broder abla claro si con el pueblo nose juega si,30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Tuto precidente,10.0,0.0,80.0,0.0,5.0,0.0,54.0,0.0
LASTIMOSAMENTE BOLIVIA TIENE DOS CANDIDATOS MEDIOCRES FALTA DE PATRIOTISMO.,30.0,60.0,80.0,5.0,5.0,0.0,70.0,-1.0
Iras con larita? 😆,,,,,,,,
"Para que va a mostrar su plan de gobierno, si usted dijo que no está buscando financiamiento? Si primero va a ordenar la casa....",30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Igual ira donde los gringos como el dice??? Que falta de personalidad,30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Que programa el que se lo hizo sus asesores? Porque no sabe cuál es su propuesta cuando le preguntan no vaya hacer quedar mal … Ver más,30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
"Por tu condicion politica tendrías q ir a Cuba,Venezuela Nicaragua Rusia,Iran nada q ver con EEUU",30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
Tarde te copiaste y quererle robar la idea a tuto.,30.0,25.0,40.0,5.0,5.0,0.0,57.0,0.0
"La duda aquí....al menos saben hablar fluido en Inglés ....por qué Tuto al menos habla fluidamente, o irán allá a ser vergüenza de Bolivia.....",90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Tuto es de estados unidos sé escara como el Sánchez de Lozada,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
PERO SU PROGRAMA NO TIENE SOPORTE TÉCNICO.… Ver más,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
"Bruto es aquí en Bolivia, que tenes q presentar tu PROYECTO",90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Sus 30 hojas hechas con IA?????,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
No te reciban mucho allá 🤣🤣,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Rodrigo Presidente,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Que plan ?..si este greengo español no tiene nada serio,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Veremos si lo aceptan 😂😂😂😂,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
"Qué pasó , qué pasó ahora vamos a pedir ayuda al imperio EEUU. No sé vé su plan de gobierno, parece que están perdidos busquen una brújula.",90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
No tiene. Un plan 🤦 … Ver más,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
"Que cráneos que son, envidia del mundo 😂🤣",90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Nadie le va dar bola en EEUU ahí son inteligentes por eso son potencia mundial,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Jajajaja 🤣🤣 con su propuesta de legalizar autos robados ?,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Pero si El RODRIGO paz no tiene ni nocion de donde esta america y ni nocion quien es Trump esta hablando tonteras estos si que… Ver más,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Cuál plan ???,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Tuto presidente,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Osea el Imperio nos va gobernar,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
Jajajajaja,90.0,85.0,10.0,5.0,0.0,0.0,80.0,-1.0
A ver si no va a hablar web.....y nos hace insultar con los gringuitos tb .,85.0,85.0,10.0,5.0,0.0,0.0,78.75,-1.0
Jajaja,85.0,85.0,10.0,5.0,0.0,0.0,78.75,-1.0
"Bien que vayan, está muy bien... Pero el apoyo del Pueblo se termina si negocian una pizca de SOBERANIA. … Ver más",80.0,85.0,90.0,10.0,5.0,0.0,88.0,-1.0
Al imperio..???🤣,85.0,85.0,60.0,5.0,10.0,0.0,85.25,-1.0
Pobre pero orgulloso quien es cantinflas,20.0,70.0,50.0,10.0,30.0,0.0,61.5,0.0
Le esta yendo a ofrecer el litio a claure,80.0,70.0,60.0,10.0,10.0,0.0,80.0,-1.0
Se copio de tuto claramente,90.0,85.0,60.0,5.0,10.0,0.0,86.5,-1.0
este va ir a cgarla🤨🥴,10.0,5.0,5.0,0.0,0.0,0.0,44.25,0.0
Bien no estas yendo a endeudar al país,70.0,85.0,70.0,60.0,0.0,0.0,73.0,-1.0
Algo así como los planes aplicados en Tarija cuando fue alcalde⁉️,60.0,80.0,70.0,10.0,0.0,0.0,79.5,-1.0
Todo un copión y a eeuu le estará valiendo tu plan de gobierno,85.0,85.0,60.0,5.0,10.0,0.0,85.25,-1.0
Que paso con este 🐓 decía q el no necesita,90.0,85.0,70.0,5.0,5.0,5.0,88.0,-1.0
Y la de trabajar como senador se la sabe o seguirá sin hacerlo?,,,,,,,,
"Que no hace hacer la desesperación por entrar a gobierno, voto CASTIGO.",90.0,85.0,10.0,5.0,5.0,5.0,79.0,-1.0
"Que tienen que hacer con el imperio., obvio que estas yendo a pedir limosna",90.0,85.0,5.0,5.0,5.0,5.0,78.25,-1.0
Apoyo???? Prestamos será!!! 🤣🤣🤬,,,,,,,,
Y a quien,90.0,85.0,0.0,0.0,0.0,0.0,79.5,-1.0
Haber si no se enoja Evofilo🤣,90.0,85.0,5.0,5.0,5.0,5.0,78.25,-1.0
Y q tiene q ver EEUU con tu idea 😜😂 al lara lleva de traductor te irá bien así la jode de una.,80.0,85.0,5.0,0.0,0.0,0.0,77.75,-1.0
Pero primero por que no presente su plan de govierno en nuestro pais Bolivia,80.0,90.0,0.0,70.0,5.0,0.0,63.5,0.0
Su plan para robar como en Tarija,95.0,90.0,5.0,0.0,0.0,0.0,82.5,-1.0
"Paz y Lari, ya se creen todopoderosos...",95.0,85.0,5.0,0.0,0.0,0.0,81.5,-1.0
"Si, claro, ademas, ira a.convencer a Trump que: coca no es cocaina y que respetarán el cato de coca, si claro, claro...... le … Ver más",95.0,90.0,0.0,0.0,0.0,0.0,81.75,-1.0
Quien va a pagar su viajesito ?,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Si es socialista que vaya a cuba!!!,70.0,85.0,5.0,0.0,0.0,0.0,75.25,-1.0
"Ajá, en el imperio ..",60.0,60.0,0.0,0.0,0.0,0.0,67.0,-1.0
Payaso,60.0,60.0,0.0,0.0,0.0,0.0,67.0,-1.0
Tuto presidente,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Propuestas irreales sin base un chiste,70.0,85.0,5.0,0.0,0.0,0.0,75.25,-1.0
😂😂😂😂Va a presentar su índice?,90.0,85.0,0.0,0.0,0.0,0.0,79.5,-1.0
¿Va donde los gringos? 🤣,90.0,85.0,0.0,0.0,0.0,0.0,79.5,-1.0
Solito se queman,60.0,60.0,0.0,0.0,0.0,0.0,67.0,-1.0
Nadie te cree y en eeuu nos harás quedar mal y peor si vas con tu mascota,85.0,85.0,0.0,0.0,0.0,0.0,78.25,-1.0
EL GRINGO ESPAÑOL EN EEUU,95.0,85.0,0.0,0.0,0.0,0.0,80.75,-1.0
El programa de gobierno es para que conozcamos los boliviano y no para que sepan otros gobiernos. ....,80.0,90.0,5.0,70.0,5.0,0.0,64.25,0.0
Ni plan de gobierno para Bolivia tiene y habla llevar un plan al imperio que tanto aman este gallo de Troya ya se contagio la … Ver más,95.0,85.0,5.0,0.0,0.0,0.0,81.5,-1.0
Allá va salir positivo a IA,70.0,70.0,0.0,0.0,0.0,0.0,71.5,-1.0
Que buena🫵😂😂😂😂😂,60.0,60.0,0.0,0.0,0.0,0.0,67.0,-1.0
Así como dijo va ir a estirar la mano jajaja,90.0,85.0,0.0,0.0,0.0,0.0,79.5,-1.0
VAMOD RODRIGO PAZ,90.0,85.0,10.0,0.0,0.0,0.0,81.0,-1.0
Su plan de gobierno de 3 hojas que ni él conoce,95.0,90.0,5.0,0.0,0.0,0.0,82.5,-1.0
"En serio?? Pero si ni siquiera él sabe que está escrito en su plan de trabajo, ya que es puro ChatGpt",60.0,80.0,30.0,0.0,5.0,5.0,74.5,-1.0
Otra mentiranga.. zurdos podridos.,90.0,85.0,80.0,0.0,0.0,0.0,91.5,-1.0
No tiene,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
"Si puede,Q, no lo creo.",30.0,20.0,0.0,0.0,0.0,0.0,51.5,0.0
Fuerza Rodrigo paz Presidente,90.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0
Sii lo están esperando 😏,10.0,10.0,10.0,0.0,0.0,0.0,46.0,0.0
EL ÚNICO QUE PUEDE DARLE GARANTÍAS ES… Ver más,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Va ir a presentar su programa de gobierno dice jejejejej,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.0
Entonces bas a cuadrar te firme,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Q vaya a cuba a presentar su programa.... st desubicado el rterito,40.0,50.0,30.0,0.0,20.0,0.0,62.5,0.0
Este es un parasito,80.0,90.0,0.0,0.0,0.0,0.0,78.0,-1.0
Sigue con los 40mil millones no sabe cuánto es la deuda,30.0,40.0,20.0,0.0,0.0,0.0,58.5,0.0
Sí pero...no?,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Imposible toda ayuda estará cerrada,30.0,20.0,0.0,0.0,0.0,0.0,51.5,0.0
COPIANDO AL TUTO,70.0,80.0,50.0,0.0,5.0,0.0,80.5,-1.0
Es decir primero a EEUU luego al pueblo Boliviano ..que clase de políticos van a gobernar 🤬🤬🤬🤬🤬🤬🤬,90.0,85.0,50.0,0.0,5.0,0.0,86.5,-1.0
Q típillo es tan mono,50.0,30.0,0.0,0.0,0.0,0.0,58.5,0.0
Y porque no en Bolivia? Porque EEUU?,10.0,20.0,30.0,0.0,0.0,0.0,51.0,0.0
"Con quien está yendo, porque Lara no tiene para pasaje y menos para ir a Estados Unidos y además te estás queriendo copiar de… Ver más",0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
"Programa ""IA""",0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Serviles AL YANQUI..REAL,90.0,85.0,50.0,0.0,5.0,0.0,86.5,-1.0
Felicidades... Se vienen cosas y traen sus consecuencias,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
"Uno bipolar y el otro sin personalidad, quienes son??",40.0,50.0,30.0,0.0,0.0,0.0,64.5,0.0
Pero si le debemos a los gringos este tipo ya no tiene sangre en la cara,80.0,85.0,50.0,0.0,0.0,0.0,84.5,-1.0
Jajajaja.....,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
¿Q,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
A pasar vergüenza con sus 24 hojitas?,90.0,80.0,50.0,0.0,0.0,0.0,86.0,-1.0
PORQUÉ VA PRESENTAR ALLA SU PLAN ??? SI ES ACA PUCHA ESTO SI QUE SE FORMO UN CIRCO 🤹🤹DE PAZ Y LARA😡😡😡,80.0,90.0,50.0,0.0,0.0,0.0,85.5,-1.0
Seguro q le aprueben la nacionalidad de los chutos,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
No podía hacerlo por correo? O quiere convencer a alguien,10.0,50.0,20.0,10.0,10.0,5.0,52.0,0.0
Que plan de gobierno va a mostrar? El de 26 páginas hecho con chat Gpt que no dice nada sobre la crisis actual o el plan de La… Ver más,25.0,40.0,70.0,10.0,5.0,5.0,61.75,0.0
Para que rogar se a EEUU puedeser a Rusia . a china,30.0,40.0,60.0,5.0,5.0,5.0,62.5,0.0
TUTO PRESIDENTE,10.0,10.0,50.0,5.0,5.0,5.0,50.0,0.0
No es su plan es el que le dió Jaime dunn,20.0,30.0,40.0,10.0,5.0,5.0,54.0,0.0
Y la deuda externa en que quedó?,10.0,20.0,30.0,5.0,5.0,10.0,48.5,0.0
Hasta un estudiante universitario de EU podría hacer un mejor plan de gobierno 🤣,30.0,70.0,50.0,10.0,5.0,5.0,66.0,0.0
Y q v a legalizar autos robados,30.0,70.0,5.0,5.0,5.0,5.0,60.25,0.0
Recuerdan un chiste d los taquipayas.... Donde Jaime Paz viaja a USA en busca de Bill Clinton. Q quieres tu cara colorada le d… Ver más,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
"ESTOS SIEMPRE DIRIJIENDOSE A OTRAS PERSONAS ( NO, COMO OTROS) UFFF NO SIRVE",80.0,80.0,10.0,5.0,5.0,5.0,75.5,-1.0
Jajajajajajaja...pero si son puras generalidades,5.0,10.0,5.0,5.0,5.0,5.0,42.0,0.0
"Socialismo, no seas hipócrita",70.0,80.0,20.0,5.0,5.0,5.0,74.5,-1.0
Que programa? mmmm,5.0,10.0,5.0,5.0,5.0,5.0,42.0,0.0
"Jajaja le queda grande someterse a ese plan este no tiene pasta ni conocimiento, y le queda grande intentar antes de ser algo … Ver más",40.0,60.0,10.0,0.0,5.0,0.0,63.0,0.0
"Oye Pero que no el capitalismo funciona si el libre comercio de todo producto nacional es exportado a nivel internacional, y s… Ver más",10.0,20.0,40.0,5.0,5.0,5.0,50.5,0.0
Tuto presidente c,10.0,10.0,50.0,0.0,5.0,5.0,51.0,0.0
¿Tendrá Visa ?,10.0,10.0,50.0,0.0,5.0,5.0,51.0,0.0
🤣😂😂y todavia no se lo sabe su plan por que él no lo redacto,5.0,10.0,40.0,5.0,5.0,5.0,47.25,0.0
Quien le pidio q presente? Y quien le está esperando?,10.0,20.0,30.0,0.0,5.0,0.0,50.5,0.0
Que propuesta si eso está hecho por IA donde esta sus famosos estudios eee,40.0,70.0,40.0,10.0,5.0,5.0,67.0,-1.0
Hablan de su plan de gobierno de 25 páginas hecha con IA del cual la mitad es introducción? Hahah,5.0,70.0,40.0,5.0,5.0,5.0,59.25,0.0
Payaso,,,,,,,,
TUTO PRESIDENTE,10.0,10.0,50.0,5.0,5.0,5.0,50.0,0.0
Ya todos son lacayos de americanos,80.0,80.0,30.0,0.0,0.0,0.0,80.5,-1.0
😂😂😂😂😂😂 cállate rata,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Quw plan de gobierno? El famoso de plagio de las poderosas 27 páginas?🤣,5.0,70.0,40.0,5.0,5.0,5.0,59.25,0.0
Y a cuanto el ladrillo?,30.0,30.0,30.0,5.0,5.0,5.0,56.0,0.0
😂😂😂😂,10.0,10.0,5.0,5.0,5.0,5.0,43.25,0.0
Rodrigo Paz Pereira Presidente 🙌💪,10.0,10.0,60.0,0.0,5.0,5.0,52.5,0.0
TUTO PRESIDENTE...,10.0,10.0,60.0,0.0,5.0,5.0,52.5,0.0
Estos zurdos son unos payasos y hay gente que aun les cree.jajajaja,80.0,80.0,60.0,10.0,5.0,0.0,82.5,-1.0
Siempre a la cola de Tuto,40.0,30.0,80.0,5.0,5.0,0.0,66.5,-1.0
Por fin dijo algo serio ....,50.0,30.0,50.0,10.0,5.0,0.0,63.5,0.0
TUTO PRESIDENTE,0.0,80.0,90.0,5.0,5.0,0.0,68.0,-1.0
¿QUE PLAN? El GPT plan será 😆,10.0,30.0,50.0,5.0,5.0,0.0,54.5,0.0
"Y porqué no presenta primero aquí, su plan de gobierno??",10.0,30.0,50.0,10.0,5.0,5.0,53.0,0.0
Sin comentarios,0.0,0.0,5.0,5.0,5.0,0.0,39.25,0.0
Bolivia no necesita capitalismo,40.0,30.0,70.0,5.0,5.0,0.0,65.0,0.0
Para que o que?? No que alcanzaba el dinero sin robar?? 🤣,30.0,30.0,70.0,5.0,5.0,0.0,62.5,0.0
Mira tu 😀😀,0.0,0.0,5.0,0.0,5.0,0.0,40.25,0.0
Cual plan..?. Es para EEUU...el plan..?,10.0,30.0,60.0,5.0,5.0,10.0,55.0,0.0
"Esta, el que critica luego hace lo mismo 🤡 y que dicen sus MASILLAMAS traumados.. nos quieren vender a EEUU? o porque el lo h… Ver más",80.0,80.0,70.0,10.0,5.0,0.0,84.0,-1.0
Este Rodrigo sabe no como Tuto fue a ofrecer a bolivia,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
X lo menos es sincero en eso no como TUTO sinvergüenza con los préstamos millonarios de EEUU endeudada hasta el coto bolivia,80.0,80.0,50.0,5.0,5.0,0.0,82.0,-1.0
"No debería viajar Rodrigo ,no haga igual que ese Tuto , si viaja a EEUU. Se está equivocando",60.0,60.0,60.0,5.0,5.0,0.0,74.5,-1.0
Tuto presidente,0.0,0.0,90.0,5.0,5.0,0.0,52.0,0.0
Porque no hablas por ti siempre metiendo tu nariz sobre tuto,50.0,50.0,70.0,5.0,5.0,0.0,71.5,-1.0
no sabe nada este che yo que no soy ni bachiller. pienso mejor que este tipo se Aser números. i este nada. Bolivia quiere gen… Ver más,80.0,80.0,50.0,5.0,0.0,0.0,82.5,-1.0
"El capitalismo no se basa en derrochar el dinero en bonos, no se basa en legalizar lo ilegal como los autos chutos, ni tampoco… Ver más",40.0,30.0,70.0,5.0,5.0,0.0,65.0,0.0
A donde? En Guantánamo? O al reducto del zurdaje que debe haber alli? Trump tiene aversión a lo rojo (creo)... TUTO Presidente!,70.0,80.0,90.0,5.0,0.0,0.0,86.0,-1.0
Ay no q horror quedaremos en mal internacionalmente,60.0,80.0,50.0,5.0,5.0,0.0,77.0,-1.0
no le haran caso por zurdo camuflado,20.0,70.0,80.0,5.0,0.0,0.0,70.0,-1.0
baya por dios si es en Bolivia la cosa este esta perdido que alguien le diga que es en Bolivia las elecciones..,30.0,20.0,60.0,5.0,15.0,0.0,58.0,0.0
"Pobre tribilin, no sabe ni lo que habla 🤡🤡🤡",80.0,80.0,60.0,5.0,5.0,0.0,83.5,-1.0
Después de hablar mal para los gringos que descarado refiriéndose a todos en general,40.0,80.0,50.0,5.0,5.0,0.0,72.0,-1.0
Pirata…!,80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
Rodrigo no sabe no donde está parado,70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
"Dónde están los LaraLovers? Qué digan lo mismo que le decían a tuto pe ""Nisiquiera es presidente y quiere ir a vender Bolivia""… Ver más",70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
Donal Trump ni lo recibirá a este sr . Por q no se mete con SOCIALISTAS y menos con evistas,70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
"Ja ja jairrda como quieren mamar a los bolivianos, que tiene que ver los gringos con la política interna de BOLIVIA, Rodrigo e… Ver más",80.0,80.0,50.0,5.0,5.0,0.0,82.0,-1.0
No que decía q Tuto hizo pacto con los gringos????? Jajajajajajaja,40.0,45.0,30.0,20.0,5.0,10.0,58.0,0.0
Políticos dicen cualquier cosa por un voto,30.0,20.0,35.0,15.0,5.0,5.0,52.75,0.0
N… Ver más,20.0,10.0,50.0,10.0,5.0,30.0,49.0,0.0
Jajaja!!😁 que mal hablo de pedir a los gringos y es lo que va hacer PEDIR que verguenza su boca lo condena igual que ha su vice!!🙈☹️,40.0,50.0,60.0,10.0,5.0,10.0,65.5,0.0
"No tenían plata para a Santa Cruz y tiene para ir a USA, que diga en qué organizaciones, ESTÁ MIENTIENDO.!!",40.0,50.0,40.0,10.0,5.0,10.0,62.5,0.0
Querrá exportar la harina de su aliado?,40.0,45.0,40.0,5.0,10.0,10.0,62.0,0.0
"Y para que vas entonces? No hay necesidad,, además no serás presidente, ya quedaron al descubierto tú y tu wachiman.",50.0,35.0,20.0,5.0,5.0,5.0,60.5,0.0
QUE NI EL PAR DE CHIFLADOS DEL PAZ Y LARI CONOCEN........,40.0,50.0,40.0,20.0,5.0,5.0,61.0,0.0
TUTO PRESIDENTE 💯💯💪💯💪💯,10.0,5.0,90.0,5.0,5.0,10.0,54.5,0.0
Osea le esta yendo a mostrar al imperialismo su propuesta para que??,45.0,50.0,80.0,5.0,5.0,5.0,71.25,-1.0
Ni los Bolivianos conocemos su plan de gobierno ... y va a mostrarlo a los States,45.0,50.0,80.0,5.0,5.0,5.0,71.25,-1.0
Se van a reír de él 😅🤣,20.0,30.0,20.0,5.0,5.0,5.0,52.0,0.0
Coño hipocrita,40.0,50.0,20.0,10.0,5.0,10.0,59.5,0.0
"No te hagas, irás al Chapare!",80.0,80.0,10.0,5.0,5.0,10.0,75.0,-1.0
Y ahora es un vendepatrias? O alguien solo es vendepatrias cuando les conviene?,70.0,70.0,60.0,5.0,5.0,5.0,78.5,-1.0
este se va a hacer fumar Criticaban a tuto y eso que tuto que es preparado para temas de negocios y este a va ir y conociendo … Ver más,50.0,50.0,60.0,5.0,5.0,5.0,69.5,-1.0
No vaya a EEUU a pedir dinero a los Bolivianos igual que su paisano,60.0,80.0,40.0,5.0,5.0,5.0,75.0,-1.0
Jajajaja par de inútiles Rodrigo y el lari no saben cómo hacer un plan para poder salvar a bolivia de la crisis que nos dejan … Ver más,40.0,60.0,30.0,5.0,5.0,5.0,64.5,0.0
EL DECIA que a los gringos se le debe: Ahora el va para halla...(ESPERO LO VOTEN DE EE.UU.) … Ver más,40.0,50.0,60.0,5.0,5.0,5.0,67.0,-1.0
