comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
El SONSITO y el mantenido,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
ahora el abuelo va perder por goleada en la segunda vuelta,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Racistas 😡,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
RODRIGO PAZ PRESIDENTE,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Bien J P VICEPRESIDENTE y TUTO PRESIDENTE,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente si señor... Pero la goleada a lara fue 38 jp y lara 0,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Más falso ese talmJp , un hipócrita ni el mismo cree ,haciéndose al bueno y educado ,aprendió de memoria , y repite como disco rayado lo que le enseñan , además no veo nada bueno en sus propuestas ,si a eso se puede llamar propuesta",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"No supo que responder por los cheques del Banco Fassil, esa fue su goleada",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"AAyyy Quico vas a sonar como lata, te crees inteligente elegiste un inepto como tú segundo😂😂😂",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
El racista no sabe nada de nada por eso es de derecha,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Gente no se deje engañar un ladrón es más preparado que gente comun por eso roban fácil millones y gente que no es preparado no va robar y un estafador te convence con tres palabra y así son tuto y Velasco,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
ESE JUBILADO ESTA CON DEMENCIS SENIL,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Es un actor pero ocultar su robadera,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Nada, ese JP estudió de memoria y fue como una recitación, pero por lo menos estudió. El tal Lara estaba bien preparado, pero para atacar y no proponer, sólo habló web hadas.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
😁🤭,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Era que no baya quedó Pal c...,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Raci..sta male ..annte jajaja...,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Solo los masiburros, apoyan a los pasqpacus de Paz y Lara. Gente q no piensa, abran los ojos, estos laris nos llevarán a la quiebra, como Cuba, Venezuela",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
UN PUEBLO CONSCIENTE Y CONSECUENTE NO PUEDE CREER EN LAS PALABRAS DE MENTIROSOS...,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Puras mamadas,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Felicitaciones a JP un hombre culto, preparado y Tuto Presidente y Jp Vicepresidente.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pobresito,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Ese tipo no se cansa de mentir queriendo hacer ver bien a su inútil vice sin saber que la gente no es estúpida como para creer en sus mentiras y metidas de pata de su vice rasista. Ya perdieron según se ve y que pena que al otro lado no haya otro buen representante pero ni modo eso es lo que toca y haber como les va.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Siiiiii kico mañoso se sabe en elecciones después a llorar al río carajo !!!!!,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
No se la cree ni el propio goleador peor la población,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto y jp vamos que se puede 👍💪❤,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Sólo en Bolivia hay un postulate a vice racista y hay gente que apoya 🤔🤔🤔,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tuto presidente carajo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Que viva Rodrigo Paz,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto tiene cara de ratero gentes dense cuenta venderá Bolivia a estados unidos solo ablan de eso,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Mi voto y mi confianza es por TUTO QUIROGA PRESIDENTE 👌💯🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴 JP VELAZCO VICEPRESIDENTE 🇧🇴♥️,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Le mentira no se puede sostener,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"CAMBIA DE BRUTO, PARECE QUE ENTRE BRUTOS SE LLEVAN BIEN Y LO CAGAN AL PAIS CON SUS CAGADAS LOS VENDIDOS LADRONES",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
EL QUE DISE LO.CONTRARIO ES UN MASIBURRO. MASILARA .MASIPAZ MASIEVO TODOS CRUCE CON BURROS. CERDOS🐖 MULAS.Y RATAS 🐀,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Paliza fué, Lara tiene medio maní en el cerebro que usa para agredir......y nada más.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
solo disimuló 🤣🤣🤣🤣🤣🤣,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Fue 39-0,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Al diablo 🐁🐁 finos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Todos los que tienen cerebro de barro apoyan al Paz y Lara piensen masiburros en sus hijos y nietos,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Hagan las sumas, no le alcanzan los votos a los de libre de collas 🤣🤣🤣",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tuto con la precepción de la realidad totalmente alterada 😂😂😂😂😂,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Ciberllunkus defiendan al lari!!!,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Jajaja le dijo en su cara, que su papá y su famila son parte de la quiebra del banco fasil y que presumes de tecnológico pero no puedes desmentir los mensajes racistas 🤣🤣🤣🤣🤣🤣🤣",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Era una vergüenza Lara.,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
No cantes victoria señor TUTO 😂😂 cuidado te hagas golear con mas del 60%,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jajajajjaja,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Los rasiztas van perder por goleada en 19,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Jajaja ese partido político ahora es B. FASIL. Ya fueron,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jpv se quedo llorando,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Entre mentirosos se entienden,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Lara le dijo todo en su plena cara de JP Delasco,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Mas goleada recibiras Tuto el 19 de octubreee,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
JP 💪🏻🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Ya aburren el mismo discurso..... YA PERDIERON ENTIENDAN!!!! MATA LLACOS COBARDES!!!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Velasco solo hablaba babosadas sin cuerencia política con su mente metido en prevatizalista y oportunista ratas vayan al carajo Mi Patria Se Repeta y es BOLIVIA,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Solo trato de leer de su libreto que le mandó el asesor ese y una vez que ya le dieron las pruebas de que su papá es un corrupto y que él mismo cobró dinero del banco fássil no supo que hacer dónde esconder la cara no se puede pedir disculpas al país por sus tweets racistas y solo trató de hacerse al sabio pero todo cayó en ridículo más se puso nervioso y entró al juego de Lara, Lara lo hizo bien a ese camino quería llevarlo y el otro se cayó redondito",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
El mentiroso alabando al otro mentiroso cara de barro,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Tuto ya fue presidente y fue peor que Tilin,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Paz 65 % y tuto 35 % que se hacen,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Jp quedó expuesto por el robo de banco fassil, y con el tema racismo fué el remate y de yapa la denuncia con documentos en mano , si tuto acepta todo esto queda como cómplice. Entonces el votante ya sabe lo que va elegir",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Si cara del JP de felicidad de haber hecho caso a su papá...🤣🤣🤣🤣🤣,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Defendiendo a su m4mon y mentir oso. Por eso escogio a uno de su kalañ4. Nunca podran tapar lo r4ciz TA y lavador de dineros q es su sexypelotud,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Pero la verdadera goleada viene en las urnas 😎,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto es parte de golpe de estado de Añez,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
GOLAZO BANCO FASSILL DE CHINELA Y EL RACISMO TIRO LIBRE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cada momento le defiende .. a ese chompiras,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tuto vive una realidad alterada..,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Xgoleada te ganara lara,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Jaja JP no respondió ni una pregunta es mas mula q los masiss,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
primero voté por tuto . ya me arepenti,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Rodrigo presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Quico se miente. Como siempre,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Se nota q no sabe de fútbol ni de nada ...Lara demostró lo mentirosos q son......,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Casi Leda un ataque al jp cuando lo encararon con pruebas Kiko de mmm💩💩,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Ridículos inútiles opas,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
La parece n al TONGO,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Es que JP es humilde y líder de los indígenas pues 😎👌,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
CON TUTO ACABAMOS CON EL SOCIALISMO Y DEMAS MUG REEE ZURDA EN BOLIVIA 💪,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El GOl Gane fue la pregunta del Banco Fassil,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Perdió el país con esos dos candidatos,pero para tuto fue goleada si jp estaba igual de nervioso que la señora moderadora.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Lara le puso nervioso todo el tiempo a mediocre jp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Vamos tuto, ahora se estan haciendo notar los mendigos que quieren q les regalen dinero y por eso apoyan el socialismo de lara y paz",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
No sean mamones😂😂😂 J.P Velasco a punto de hacerse el uno ahi mismo 🤣,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Que todos los medios de comunicación están vendidos o que solo le hacen propaganda a esos dos maleantes,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto sabe de fútbol?? 🤣🤣🤣 El chiste se cuenta solo... Tuto solo sabe robar y vivir del estado,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto presidente,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Paz Tendría que nacer de nuevo, no funciona, Tuto presidente",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
