comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Y si cierra la boca un día por lo menos, talvez pueda mejorar su reputación",45,40,65,35,30,25,56.5,0
Muy bien exelente,15,10,65,60,65,55,31.5,1
"Propuestas de ultimo momento, improvisado",40,35,65,35,30,25,54.25,0
Que más desea su corazón con su barita mágica talvez lo logre lo dudo ja ja,45,40,65,30,25,20,58.5,0
Paz y lara al poder,20,15,70,60,65,55,34.5,0
Auditoria a lara,35,30,65,40,35,30,50.0,0
"Este sr. Aprendió todo lo malo, Dios salvanos de este tipo",45,40,70,35,30,25,57.25,0
Es un bruto pónganle 0 a este lara lary,55,60,65,25,20,15,67.0,-1
Lari en el país de las maravillas,40,35,65,30,25,20,56.25,0
PORQUE MEJOR NO HABLAS Y NO MENCIONAR SIQUIERA DE HACER CUMPLIR LA LEY Y METER A LA CÁRCEL A EVO MORALES AYMA POR ESTUPRO Y TERRORISTA COMO TAMBIÉN DEJAR DIN EFECTO CUALQUIER CONVENIO DEL LITO DE LA JUSTICIA CORRUPTA DE LOS PROROGADOS DE LOS BLOQUEOS DE LOS MEGOSIADOS DE ARCE Y SUS HIJOS DE LOS CORRUPTOS QUE ESTAN LIBRES TAMBIÉN SI ORDENARÁN LA INTERVENCIÓN EN EL CHAPAR POR EL LA POLICÍA Y EJÉRCITO CONTRA EL NARCO TRÁFICO,65,70,80,25,20,15,73.75,-1
"Bien esos tres puntos, son un pillerio esas cosas",35,30,65,45,40,35,48.0,0
Pdc voto seguro,20,15,70,60,65,55,34.5,0
Vamos Lara la esperanza del pais,25,20,75,60,65,55,37.5,0
Muy bien porque estamos cansado de todos estos corruptos,35,30,70,45,40,35,48.75,0
Emapa está bien pero los precios deberían ser más baratos,20,15,55,65,70,60,30.25,1
Todo es una farsa...,35,30,65,30,25,20,54.0,0
Éste habla macanas ex policía tenía que ser este va crear más desocupación y pobreza es un peligro para Bolivia.,55,60,70,25,20,15,67.75,-1
Vamos LARAAAAAAA,25,20,75,55,60,50,39.5,0
Este es un copión ni van a poder gobernar un país así como estamos por culpa de este sinvergüenza del presidente,60,65,70,25,20,15,70.0,-1
Por llegar al poder es capaz de ofrecer a a su madre,55,60,65,25,20,15,67.0,-1
"Emapa puede funcionar porque digo esto porque las empresas productoras de arros de caña girasol y todos lo hacen con combustible subvencionado y por lo tanto están obligados a vender una parte de su producción al estado a un precio más razonable, si se quita la subvención entonces tendría que ser libre comercio y exportación",25,20,55,75,70,65,30.0,1
Propuestas del OPA?,40,35,65,35,30,25,54.25,0
"Tiene como 1000 propuesta pero cero plan de gobierno no sabe ni que es lo que hacen los vicepresidentes siendo abogado, paquito no más",50,55,70,30,25,20,63.5,0
Vaya si que le encanta robar pero hasta las ideas como en los exámenes,55,60,65,25,20,15,67.0,-1
* Mucho habla el que poco hace *,35,30,60,40,35,30,49.25,0
"Y sigues hablando barreras y no dices como conseguiras diésel,gasolina dolares..etc etc",45,40,65,40,35,30,54.5,0
"Ya no le den más cobertura, pierden el tiempo y le dan protagonimso",40,35,65,35,30,25,54.25,0
Ya se lo dieron su hermano QLP,50,55,65,25,20,15,64.75,0
No entiendo últimamente qué es que le ponen de corona como qué cosas por qué le ponen flores y que ya se van a morir o es que qué es lo que yo no entiendo yo como una persona mayor en qué le ponen corona flores qué es virgen rosas blancas rojos amarillas tiene uno significado no pero ese hombre no sé para qué le ponen de quién es quién es o no sé quién le escribe no sé qué lo dice tan bonito tan hermoso pero cuando a veces hombre y una mujer a veces pero más que todo el hombre prometí que promete promete su familia promete ayudarnos a nosotros o ayudarnos a todo bolivia promete en bolsillazo plata su bolsillo nada de cariño a bolivia ahora si quieren seguir mandándole florcitas pongan en coronitas espero cuando a veces uno se va no pero ahí que lo llenen de coronas porque quién es feo un hombre boliviano pone ese coronas quién haces y quién lo hace de cariño espero que sea de cariño de verdad no otras personas que son,45,40,70,45,40,35,53.25,0
Todo lo copia,35,30,65,35,30,25,52.0,0
"Este señor cuando da un discurso , es como hecharle tierra al ventilador ,.... ensucia para todos lados",50,55,65,30,25,20,62.75,0
"Debería estar internado en un psiquiátrico, Dios nos salve de una persona de esa calaña",55,60,70,25,20,15,67.75,-1
Qué pena Qué pena nunca hay que ser alcahuete de nadie,35,30,65,40,35,30,50.0,0
Esa cara de inestabilidad mental,45,40,65,30,25,20,58.5,0
"Lara dijo que Libre no tiene propuestas, ahora Lara copia las propuestas de Libre",40,35,70,40,35,30,53.0,0
Y cuantos serian certificados?,30,25,65,45,40,35,45.75,0
Bien perfecto mi capitan fuerza,20,15,70,60,65,55,34.5,0
"Deberías de investigar a tus camaradas siendo Sargentillos casas de lujo vehículos último modelo, etc, etc",45,40,70,40,35,30,55.25,0
Así es los opa copian,40,35,65,30,25,20,56.25,0
Es un charlatán,45,40,65,30,25,20,58.5,0
Ahora copiando al oponente. A ver ahora que diga como lo va hacer? No sabe ni dónde está parado este OPA!!,55,60,70,30,25,20,65.75,0
Viva Lara carajo,25,20,75,55,60,50,39.5,0
Bien capi,20,15,70,60,65,55,34.5,0
Queremos programa serio y eeeeee,25,20,55,65,65,60,33.0,1
Póngale 0 profesor girafales....,45,40,65,30,25,20,58.5,0
Muy bien,15,10,65,60,65,55,31.5,1
Excelente noticias muy bien carajo,20,15,70,60,65,55,34.5,0
VIVA PAZ Y CAPITÁN LARA NUESTROS FUTUROS GOBERNANTES.. CHAU MASITUTO A LLORAR A EEUU VENDE PATRIA...,55,60,75,25,20,15,68.5,-1
Feo perderas,35,30,65,35,30,25,52.0,0
Correcto basta de corrupcion,20,15,60,65,65,60,31.5,1
Nunca boten por un Paco,45,40,65,30,25,20,58.5,0
Este sr no tiene un programa de gobierno.,40,35,65,40,35,30,52.25,0
"El arcismo y el evismo está contigo compañero Lara, hasta la victoria.",35,30,75,45,40,35,49.5,0
Dice!!!! Pero no cumplirá,35,30,65,35,30,25,52.0,0
Cierre de Univida !!!,30,25,65,45,40,35,45.75,0
Q bien,15,10,65,60,65,55,31.5,1
Pura copia,35,30,65,35,30,25,52.0,0
Propone Bono para todos los de YPFB y EMAPA,25,20,65,50,45,40,41.5,0
"Excelentes propuestas, se tienen que hacer auditorias y cambios en muchas reparticiones del Estado.",20,15,60,75,75,70,27.5,1
"No te precipites con cuidado,rodeate de gente que quiere de verdad a su país,no de oportunistas.",25,20,55,70,75,70,30.0,1
Eso muy bueno apoyo esa propuesta pero cuando gane cumpla esa propuesta,20,15,55,70,70,65,28.75,1
"Copión lari,lari y boca suelta.",50,55,65,25,20,15,64.75,0
"Cada semana propone lo que le da la gana, sus discursos sin fundamento",45,40,65,35,30,25,56.5,0
"Full copie este muchacho....vaya, estudie y vuelve cuando haga su tarea.",50,55,65,30,25,20,62.75,0
Capitán Lara Dios está contigo,20,15,70,60,65,55,34.5,0
"Bolivia esta quebrada y sus propuestas son pinceladas, necesitamos reformas estructurales!!!",30,25,60,65,65,60,36.0,0
Dios nos libre de este otro Evo,45,40,75,35,30,25,58.0,0
Propone lo que se le viene ala mente,40,35,65,35,30,25,54.25,0
"Este señor tiene que tener la capacidad de escribir y presentar un plan. Que, como de donde",35,30,65,45,40,35,48.0,0
Me vale,30,25,60,35,30,25,49.0,0
"Las propuestas lo tiene que decir Lara personalmente no las prensas compradas por Tuto, se nota que son corruptos y se hacen sobornar, por eso no quieren que entre Lara para que eliminé la corrupción.... Eh dicho",55,60,75,30,25,20,66.5,-1
"Todo lo que Tuto dijo está repitiendo, no tienen plan de gobierno..auditoria para todos los azules..",45,40,70,35,30,25,57.25,0
Excelente,15,10,65,60,65,55,31.5,1
Este lara llevó a sus Candidatos a diputados y senadoria puro como Anita Crispin Victor Huaranca Dionicia Chura Hedelberto Marques Feorela Edgar Morales y otros grandes mafiosos nosotros no queremos ladrones ni inútiles por este motivo no apoyaremos en la segunda vuelta,60,65,75,25,20,15,70.75,-1
Pura promesa que el mismo no lo cumplirá... Tiene una boca tamaño oceánica puro bla bla bla,50,55,70,25,20,15,65.5,0
Este pacpacoooo,50,55,65,25,20,15,64.75,0
No sabe dónde está parado. Quiero verlo en los debates.,40,35,65,40,35,30,52.25,0
Muy bien,15,10,65,60,65,55,31.5,1
Ahora ya le está empezando a copiar a Tuto eso es propuesta de Tuto,40,35,70,40,35,30,53.0,0
"No hay politicas de estado propuestos que se requieren, este es un teletubie tribilin",50,55,70,30,25,20,63.5,0
"Ya no es divertido, ya es triste",35,30,65,40,35,30,50.0,0
Biennnnnn,15,10,65,60,65,55,31.5,1
"El burro todo puede proponer , otra cosa es la realidad .",45,40,65,35,30,25,56.5,0
Lo dudo que haga no le crean nada,35,30,65,40,35,30,50.0,0
Este cuando cuando habla es de cuidar.,30,25,65,45,40,35,45.75,0
...TODOS LOS CAMALEONES SE VAN UNIENDO...POR UNAS PEGUITAS...,70,65,75,15,10,10,76.75,-1
Empezó la repartición de ministerios tuto y JP están preocupados xq sabe que Lara ganará con más del 62 %,45,35,60,35,25,25,55.25,0
Más bien va restar votos con ése disque apoyo.,40,25,55,45,35,30,47.75,0
Muy bien tuto presidente si señor...,15,10,70,70,65,60,29.75,1
Que es Cambio 25 ??? Pertenece a Yango o Banco Fassil??? Que es???,25,15,45,50,45,40,37.5,0
BIEN BIEN DR..VICENTE CUELLAR NO DUDAVA DE UD...ES CON TUTO QUIROGA...,25,15,70,55,50,45,39.25,0
Yo apoyo lara,10,5,60,80,70,75,22.0,1
Paz presidente,15,5,65,75,70,75,25.0,1
Y cuanto puede aportar ese apoyo..,35,25,50,45,40,35,44.75,0
Cuatro gatos y mucho ruido.,55,50,60,25,20,20,63.75,0
Todo el tiempo se le dió el apoyo uouo caminabacinanaba 30 kilome,30,25,50,40,35,35,45.0,0
Genial !!! 👏👏👏👏,10,5,55,85,80,80,18.75,1
Bravo.,10,5,70,85,80,75,21.5,1
los otros del proceso de cambio PDC Es más de los mismos saqueadores que destruyeron el país,75,70,80,20,10,15,78.25,-1
Que buena noticia,10,5,55,85,80,80,18.75,1
El echo que le apoye el solo no quiere decir que por eso va ganar o la gente decidirá por ellos,20,15,45,60,50,45,33.25,0
"FUERZA, FALTA POCO",10,5,50,80,75,75,20.0,1
Dios nos libre de los masistas,60,55,85,25,15,10,71.25,-1
Genial 😁,10,5,55,85,80,80,18.75,1
"Bien ahí, tuto presidente",15,10,65,75,70,70,26.5,1
la solution Tuto Y JP 🇧🇴🙏l,10,5,60,70,70,70,24.5,1
Eses dos son de la misma calaña que quieren volver a santa cruz nación canba,70,65,75,20,10,15,75.25,-1
Nos vale madre quienes sean esos aquí apoya todo el pueblo a lara,65,55,70,30,20,25,67.25,-1
"Que bueno, visiten la universidad",10,5,45,80,75,80,18.75,1
BIEN DR.VICETE CUELLAR POR SU APOYO EXCELENTE ES CON TUTO QUIROGA PRESIDENTE ♥️💛💚🇧🇴🇧🇴🇧🇴♥️💛💚,10,5,65,75,70,70,24.25,1
Excelente,10,5,55,85,80,80,18.75,1
"ES QUE YA SE VAN DANDO QUE SON LOS MÁS SENSATOS, PORQUE LO QUE ES PAZ, SÓLO QUIERE EMBOLSILLARSE LO QUE NEGOCIO CON SU PAÍS (ESPAÑA) Y LARÍN ESTA QUE LE FALTA UNA FERRETERÍA DE TORNILLOS",70,60,80,20,15,10,75.0,-1
Unos cuanto pelagato apoyaran pues el pueblo entero esta con lara y paz,65,55,75,25,20,20,69.5,-1
Lara vice positivo,15,5,60,75,70,70,24.75,1
Es con tuto es con jp,10,5,60,70,65,65,25.5,1
Juntos contra evo lara paz,25,15,70,60,55,55,36.75,0
Apoyo para no más filas en atenciones médicas que sean programadas desde un celular,10,5,40,90,85,85,14.5,1
Tuto Presidente,10,5,65,70,65,65,26.25,1
Mañudos,60,55,65,20,15,15,68.75,-1
No ven lo que pasa en Cuba .Venezuela Nicaragua...,55,45,85,35,30,25,63.0,0
"Exelente, cada ves mas se están hundiendo el PDC masistas delincuentes",70,65,80,20,15,15,75.5,-1
Ligia no subirá al gobierno... Ya perdió junto con samuelitio,50,40,60,35,30,25,57.0,0
SE SUMAN TODOS LOS MILLONARIOS,65,60,70,25,20,15,70.25,-1
Jajaja libre para vender el país,70,65,80,15,10,10,77.5,-1
"No sé etiende a gente, parece que les gusta la triste situación...",55,50,75,40,35,35,60.0,0
Q seponga a trabajar ese visente coellar q es un vividor da la política des carado,75,70,70,15,10,10,78.25,-1
Para que conozcan a los ladrones facistas,75,70,80,20,10,10,78.75,-1
Par de vividores ...pregúntele cuanto cuesta el pan..pásaje en micro...hijitos de papá,80,75,75,15,10,10,81.25,-1
Todos delincuentes están juntando ni con eso no van ganar perdedores,80,75,75,15,10,10,81.25,-1
Pero no tiene apoyo de las mayorias...,40,35,55,45,40,40,48.25,0
Vamooos RODRIGOOOOO.,10,5,55,80,80,80,19.75,1
Ya la gente no tiene buenos princios...,45,40,60,40,35,35,53.25,0
Y a quien le interesa si el resto de gente no lo quiere,55,50,60,30,25,25,61.75,0
Paz presidente LARA vice 💪💯😎,10,5,65,75,70,75,23.75,1
Este partido es de los ricos q ya se están comprando ministerios...,70,65,80,20,15,15,75.5,-1
Kiko p'ajpaku familia de Red uno,50,45,65,35,30,30,58.25,0
Entre ladrones compadrean,75,70,80,15,10,10,79.75,-1
Q. BUENO SU APORTE AL UNIRSE POR NUESTRA AMADA PATRIA...,10,5,60,75,70,70,23.5,1
LA ÚNICA OPCIÓN INTELIGENTE PARA 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,10,5,65,80,75,75,22.25,1
Tuto presidente,10,5,65,75,70,70,24.25,1
Que reciba el apoyo de quien quiera eso no me interesa porque yo vivo de mi trabajo.,25,20,45,55,50,45,36.5,0
"Tanto joder ,estos llegaron a su tope...",60,55,70,25,20,20,67.5,-1
Bien Excelente,10,5,55,85,80,80,18.75,1
TUTO PRESIDENTE!!!,10,5,65,75,70,70,24.25,1
Se están reuniendo puro fasistas puro ricos,75,70,80,15,10,10,79.75,-1
Viva el capitan lara votaré para el,10,5,60,80,75,75,21.5,1
Los buitres siempre estuvieron con los buitres,70,65,80,20,10,10,76.5,-1
TODOS CON TUTO PRESIDENTE 🇧🇴 🙏,10,5,65,75,70,70,24.25,1
Buenísimo,10,5,55,85,80,80,18.75,1
Ganamos TUTO presidente,10,5,65,75,70,70,24.25,1
Lara vice de todos los locos esquizofrénicos que vaya a gobernar al Gregorio Pacheco de Sucre,85,80,85,10,10,10,86.0,-1
Rodrigo Paz presidente,10,5,65,70,65,65,26.25,1
Nada importante sin relevancia,30,25,45,45,40,35,42.75,0
Votamos por PAZ Y LARA,10,5,60,70,65,65,25.5,1
Seguro ese apoyo es de millones a ese Cuellar asta su mujer dejo de apoyar,60,55,65,25,20,20,66.75,-1
Con unos cuantos gatos de apoyo así no ganamos ni llorando,65,60,70,25,20,15,70.25,-1
Viva Vicente Cuellar ....,10,5,60,75,70,70,23.5,1
Es con paz,10,5,60,75,70,70,23.5,1
Hagan lo q hagan. Mi apoyo es para Lara yane o pierda,10,5,60,75,70,70,23.5,1
Muy bien 👍 👏,10,5,55,85,80,80,18.75,1
Muy bien,10,5,55,85,80,80,18.75,1
LA UNION HACE LA FUERZA,10,5,55,85,80,80,18.75,1
Es que está claro el que no apoya es masista sencillo...,40,35,65,45,40,40,49.75,0
Excelente decisión 👍 👏,10,5,55,85,80,80,18.75,1
Unidad,10,5,55,85,80,80,18.75,1
"Entre corbata y perfume, en éste sistema capitalista...",75,70,85,15,10,10,80.5,-1
TUTO PRESIDENTE,10,5,65,75,70,70,24.25,1
Tuto presidente cada día suman y suman y Rodrigo y Lara solo se dedican a mentir...,45,40,60,45,40,40,51.25,0
Toda la gente de bien apoyamos a Tuto presidente.,10,5,55,85,80,80,18.75,1
Entre mafias se unen,70,65,80,20,10,10,76.5,-1
Pata q,45,40,55,35,30,30,54.5,0
Well Done Thumbs Up GIF,10,5,55,85,80,80,18.75,1
Ese par oportunistas igual no van ganar,70,65,75,20,15,10,75.25,-1
Por sus publicaciones RED UNO está en campaña por TUTO,35,25,55,50,45,40,43.5,0
Exelente desicion,10,5,55,85,80,80,18.75,1
Par de OPAS,80,75,75,10,10,10,82.25,-1
Tuto tu amiguito Vicente Cuellar va obligar a los universitarios...,55,50,70,40,35,30,59.75,0
Importante apoyo venido de un hombre serio y honesto !!! Tuto Presidente.,10,5,55,85,80,80,18.75,1
Cuatro gatos piojosos,75,70,80,15,10,10,79.75,-1
Únanse todihgos pero igual perderán,70,65,75,20,15,10,75.25,-1
Viva tuto jp vamos tuto presidente,10,5,60,75,70,70,23.5,1
CUELLAR ES UN PERSONAJE SIN LIDERAZGO SOLAMENTE UN HABLADOR Y POLITIQUERO,75,70,75,15,10,10,79.0,-1
Vamos Vicente Cuellar !,10,5,55,80,75,75,20.75,1
Toda la población inteligente de Bolivia apoya a TUTO PRESIDENTE decimos NOooooooo al comunismo hambreador,65,55,80,25,20,20,70.25,-1
Cada vez más se unen los mismos los que robaron en el gobierno de jannine añez solo falta que se una arturo murillo,70,65,80,20,15,15,75.5,-1
Evo y Lara usan la misma estrategia el mismo discurso de odio y de victimizarse,70,65,85,15,10,10,78.25,-1
"JAMÁS PUEDEN SER IGUALES LARA ES DE PROFESIÓN ABOGADO, Y EVO ES UN CAMPESINO QUE NO HABLA AYMARA.",65,60,80,20,15,15,73.25,-1
"Claro son diferentes evo es pedófilo y lara no, pero en sus discursos son iguales.",70,65,85,15,10,10,78.25,-1
Evo es un antisocial,75,70,80,10,10,10,80.75,-1
La misma 💩,80,75,85,10,10,10,83.75,-1
Parecen gemelos a los 2 se les movió la teja y más cínicos,70,65,80,15,10,10,77.5,-1
Si los dos son masistas jajaja,65,60,75,20,15,15,72.5,-1
Tienen el mismo discurso...,60,55,70,25,20,20,67.5,-1
Ellos no son del MAS son los NULOS,55,50,65,30,25,25,62.5,0
Son la misma 💩💩💩💩,80,75,85,10,10,10,83.75,-1
Jajaja se parecen,60,55,70,25,20,20,67.5,-1
Pero...son iguales 😉,60,55,70,25,20,20,67.5,-1
Comunista a la cárcel y punto,75,70,85,10,10,10,81.5,-1
"Son.lo mismo,.solo que lara version blanco",65,60,80,15,10,10,75.25,-1
Jaja cuánta sabiduría loza a tu jefecito nadie le gana.,10,5,50,85,80,80,18.0,1
Ambos viven en la misma ignorancia que no ven la realidad de NUETRA AMADA BOLIVIA,15,10,50,80,75,75,22.25,1
Claro que no se parecen evo quebró Bolivia...,65,60,85,15,10,10,76.0,-1
Pero que de bueno iso Evo jajajaja,45,40,60,35,30,30,55.25,0
"PERO SI SON IDÉNTICOS, PARECEN CLONADOS",70,65,85,15,10,10,78.25,-1
Raro que no esté saliendo Evo diciéndo 😵‍💫 voto Nolo,55,50,75,25,20,20,66.0,0
Claro Evo es más experto en corrupción Pero no le falta mucho a Lara de ser su pupilo,60,55,75,25,20,20,68.25,-1
Nadie no podrán igualarse al Evo el Evo ha sido mejor presidente de Bolivia...,50,45,65,30,25,25,60.25,0
Tampoco hay por qué nombrar a un enfermo,55,50,70,25,20,20,65.25,0
Que le molesta a este sr.loza si no es igual por que habla su conciencia no le deja dormir,15,10,55,75,70,70,25.0,1
Igual las ratas masistas van a votar por el PDC,75,70,85,10,10,10,81.5,-1
Son iguales en lo atrevidos qué son! En que son hechos a los humildes...,65,60,80,15,10,10,75.25,-1
Vamos ...Paz y Lara...💚💛❤️,10,5,50,80,75,75,20.0,1
Los dos son recorosos,70,65,75,20,15,15,74.75,-1
PAZ Y LARA PRESIDENTE DE BOLIVIAAAAAAA!!!,10,5,55,85,80,80,18.75,1
Si no sirven para nada los dos,70,65,80,15,10,10,77.5,-1
No lo sé Rick parece falso,50,45,65,30,25,25,60.25,0
Es Masista el Lara y punto repite como loro 🦜...,75,70,85,10,10,10,81.5,-1
Jajaja....LARA = EVO,70,65,85,15,10,10,78.25,-1
Jamas,50,45,60,35,30,30,57.5,0
"Si como no, y lo que dice los masistas y Lara nosotros le creemos...",55,50,70,30,25,25,63.25,0
Ambos locos por poder......,70,65,80,15,10,10,77.5,-1
Bien gracias por información Leonardo,10,5,50,80,75,75,20.0,1
Son igualitos,65,60,75,20,15,15,72.5,-1
Son la misma mmmmmmmm.!!,80,75,85,10,10,10,83.75,-1
Es mejor ho duele,15,10,50,75,70,70,24.25,1
Losa deja pue que se defienda tu hombre carajo...,70,65,85,15,10,10,78.25,-1
Este si es un inepto y OPA igual que Lari.,75,70,85,10,10,10,81.5,-1
Si son la misma rata asqierosa,80,75,85,10,10,10,83.75,-1
Ignorancia,60,55,70,25,20,20,67.5,-1
Claro está lejos por ahora evo es violador a niñas,85,80,90,10,10,10,86.75,-1
Obviamente no hay comparación Evo es un pedófilo,85,80,90,10,10,10,86.75,-1
No aceptan la realidad.,50,45,65,30,25,25,60.25,0
Por culpa de Evo Morales abra la segunda vuelta...,60,55,75,25,20,20,68.25,-1
Son iguales de burros,70,65,80,15,10,10,77.5,-1
En la !Gnor4nci4 son como dos gotas de agua suci4 jjajajajaja,65,60,75,20,15,15,72.5,-1
La misma kk,80,75,85,10,10,10,83.75,-1
Gemelos dementes .,65,60,75,20,15,15,72.5,-1
"Parecen clonados por canallas...vividores ,cínicos ...son identicos",70,65,85,15,10,10,78.25,-1
Llokhalla de mmmm callate masiburro apremde hablar español en en CEMA,75,70,80,15,10,10,79.75,-1
Llocalla. Lanve votas. Llorón te. Espera. Chochoco,65,60,75,20,15,15,72.5,-1
Red uno y otros son capitalistas y siempre hablaran mal del indio,70,65,85,15,10,10,78.25,-1
Jamás puede ser Lara higual a evo porque evo es ratero maliante,80,75,90,10,10,10,84.5,-1
Son la misma M,80,75,85,10,10,10,83.75,-1
Paz Lara Presidente,10,5,50,80,75,75,20.0,1
"Claro, no hay ningún parentesco, no es como si ambos hablarán en tercera persona...",15,10,50,80,75,75,22.25,1
"DIOS SALVE A BOLIVIA , AMÉN",10,5,50,85,80,80,18.0,1
Este tipo me revienta más hígado maldito coolooo,70,65,85,15,10,10,78.25,-1
Cómo van a comparar una llama con un toro o es lo mismo,65,60,75,20,15,15,72.5,-1
Todos los laris en contacto unidos x siempre,10,5,50,80,75,75,20.0,1
Estará ciego y sordo entonces,65,60,80,15,10,10,75.25,-1
El otro es blanco y el otro es negro es esa la diferencia solo eso,15,10,50,80,75,75,22.25,1
Son las mmmmm,70,65,85,15,10,10,78.25,-1
Uno es caca negra hedionda y el otro es diarrea amarilla y el más es cacacha seca,80,75,85,10,10,10,83.75,-1
Cual MAS ???,65,60,75,20,15,15,72.5,-1
No son iguales pero son la misma 💩💩💩💩💩m....... ,75,70,85,15,10,10,80.5,-1
Si hablan las mismas barreras jajaja,60,55,75,25,20,20,68.25,-1
Red uno informe no desinforme no es MAS,10,5,50,80,75,75,20.0,1
Ambos son g1l3s cuando habré sus bocas,65,60,75,20,15,15,72.5,-1
Evo y Lara es la misma 💩💩💩💩 de porquería,80,75,90,10,10,10,84.5,-1
"Cuando nó Loza, la mujer de Evo Morales defendiendo a su hombre 🤦‍♂️",70,65,85,15,10,10,78.25,-1
"Si son identicos, tal para cual todos con discursos populistas",70,65,85,15,10,10,78.25,-1
Nunca pues va a ser igual porque Evo es más tonto narco ratero violador,85,80,90,10,10,10,86.75,-1
Cómo van a comparar un persona responsable trabajadr hogareño con el violadr de niñs,80,75,85,10,10,10,83.75,-1
Ahora k dicen aparecio otro decian aique iliminar a Evo con eso se acaba todo...,70,65,80,15,10,10,77.5,-1
Pero está vez con maduro dura. Que es eso de ser bueno con los malagradecidos.,65,60,75,20,15,15,72.5,-1
Lara es correcto y Evo es incorrecto como se van igualar pues chico,15,10,50,80,75,75,22.25,1
Estos porque opinan si no existen ellos desaparecieron el 17 de agosto,15,10,50,80,75,75,22.25,1
TUTO PRESIDENTE 🇧🇴 🙌,10,5,50,85,80,80,18.0,1
Claro qe no son iguales evo es pedofilo y narco,85,80,90,10,10,10,86.75,-1
Y los bonos 😎👀,15,10,50,80,75,75,22.25,1
"Totalmente de acuerdo que no son iguales... evo es ESTUPRO y lara no es, evo es NARCO y el lara no es",85,80,90,10,10,10,86.75,-1
Lara será mejor que evo. Y Le quitará al pueblo indígena eso es un hecho...,10,5,50,80,75,75,20.0,1
"Jajajjj cadaveres,no tal nacionalización, tiraron y siguen desmantelando a la Patria bolivia",70,65,80,15,10,10,77.5,-1
"Los dos llorones ,Evo 1 y Evo 2",70,65,80,15,10,10,77.5,-1
Masistas violadores ladrones narcos,85,80,90,10,10,10,86.75,-1
Son iguales la misma muerda,80,75,90,10,10,10,84.5,-1
"Claro, demasiado tarde, ya están identificado con el masismo, nunca más con el masistas larista.",70,65,80,15,10,10,77.5,-1
Lara es evista dictadura sindical del chapare,75,70,85,15,10,10,80.5,-1
Obvio que no se parecen nada. A Evo le gustan de 15 años a Lara le gustan sentenciadas a 15 años,70,65,80,15,10,10,77.5,-1
La red uno se hace el Opao o está provocando a los militantes del Instrumento Político EVO - Pueblo?,60,55,75,20,15,15,70.25,-1
Si creen indígenas pero son más racistas,65,60,80,15,10,10,75.25,-1
Obvio no se puede comparar uno es narco pedofilo y el otro un Paquito despistado,85,80,90,10,10,10,86.75,-1
A este HDP amarrahuato callejón oscuro 🧨,75,70,85,15,10,10,80.5,-1
Ya sabemos que está con Evo ese paco,65,60,80,15,10,10,75.25,-1
Victor Aguilar,10,5,50,80,75,75,20.0,1
Paz y Lara presidente del bolivia no queríamos extranjeros,70,65,80,10,10,10,78.5,-1
Sigue participando...bruto quiroga!!!,80,75,85,10,10,10,83.75,-1
Huevón el alto no lo necesita...🫵🫵,80,75,85,10,10,10,83.75,-1
Faltaría que quiera alquilar ese vende patria,85,80,90,10,10,10,86.75,-1
Tan viejo espero sea su último intento de ser presidente...,15,10,55,85,80,80,21.0,1
BIEN A SEGUIR ADELANTE TUTO PRESIDENTE HASTA EL TRIUNFO,10,5,50,85,80,80,18.0,1
Sabemos sus verdaderas intenciones,15,10,50,80,75,75,22.25,1
Tutoooo presidente ❤️💛💚,10,5,50,85,80,80,18.0,1
Me decepciona que diga el Alto y que hay de las otras ciudades?... ,15,10,55,80,75,75,23.0,1
Rodrigo presidente!!!,10,5,50,85,80,80,18.0,1
Paz propuso eso y más.....y este Kiko o tuto se copia...,15,10,55,80,75,75,23.0,1
Petrogas privatizar las empresas litio regalar a otros gobiernos el agua etc etc,85,80,90,10,10,10,86.75,-1
Dios bendiga a mi futuro. Presidente tuto,10,5,50,85,80,80,18.0,1
El Alto se va a beneficiar como NUNCA va ser una Zona Franca ygual q Iquique,15,10,55,80,75,75,23.0,1
Pregunta sera para Red Uno ¿Es propaganda o noticia?,15,10,50,80,75,75,22.25,1
Chau tuto,65,60,75,20,15,15,72.5,-1
Esa propuesta por lo menos está muy bien por parte Alianza Libre junto al binomio Tuto Quiroga Ramírez y JP Velasco...,15,10,55,80,75,75,23.0,1
Es con Tuto y JP! Esa es la dupla que me da confianza por este país,10,5,50,85,80,80,18.0,1
Dios lo bendiga infinitamente señor Tuto Quiroga,10,5,50,85,80,80,18.0,1
Este cabrn ya me emput cuanto paga para salir en los medios de comunicacion,80,75,85,10,10,10,83.75,-1
"Es es un excelente proyecto, ojalá se haga realidad.",10,5,50,85,80,80,18.0,1
A esta rrata los únicos que lo creen sus cuentos son los periodistas y medios televisivos,80,75,85,10,10,10,83.75,-1
Tuto presidente,10,5,50,85,80,80,18.0,1
La 16de julio 😅😅😅 tuto es un pajpaku,70,65,80,15,10,10,77.5,-1
TUTO PRESIDENTE 🇧🇴 👍 💪,10,5,50,85,80,80,18.0,1
TUTO PRECIDENTE,10,5,50,85,80,80,18.0,1
Nunca en la vida votaría por un tipo que jamás en su vida supo crear un sustento para su propia economía...,85,80,90,10,10,10,86.75,-1
Llegado el momento este tipo no cumplira,75,70,85,10,10,10,81.5,-1
